question,Réponse,Categorie
quel est le coût de reconfection de la carte bancaire world business,5000 DA,Prépayée
quel est le coût de reconfection de la carte de paiement world business,5000 DA,Prépayée
quel est le coût de réédition du code de la carte world business ,1000 DA,Prépayée
quel est le coût de réédition du code de la cb world business,1000 DA,Prépayée
quel est le coût de réédition du code de la carte bancaire world business,1000 DA,Prépayée
quel est le coût de réédition du code de la carte de paiement world business,1000 DA,Prépayée
quel est le coût de blocage de la carte world business ,C-valeur 5 €,Prépayée
quel est le coût de blocage de la cb world business,C-valeur 5 €,Prépayée
quel est le coût de blocage de la carte bancaire world business,C-valeur 5 €,Prépayée
quel est le coût de blocage de la carte de paiement world business,C-valeur 5 €,Prépayée
le service d’opposition estil gratuit pour la carte world business ,Oui,Prépayée
le service d opposition est il gratuit pour la cb world business,Oui,Prépayée
le service d opposition est il gratuit pour la carte bancaire world business,Oui,Prépayée
le service d opposition est il gratuit pour la carte de paiement world business,Oui,Prépayée
combien de retraits sont autorisés par semaine pour la carte world business ,10,Prépayée
combien de retraits sont autorisés par semaine pour la cb world business,10,Prépayée
combien de retraits sont autorisés par semaine pour la carte bancaire world business,10,Prépayée
combien de retraits sont autorisés par semaine pour la carte de paiement world business,10,Prépayée
combien de paiements sont autorisés par semaine pour la carte world business ,600,Prépayée
combien de paiements sont autorisés par semaine pour la cb world business,600,Prépayée
combien de paiements sont autorisés par semaine pour la carte bancaire world business,600,Prépayée
combien de paiements sont autorisés par semaine pour la carte de paiement world business,600,Prépayée
quel est le montant minimum de la première recharge pour la carte world business ,Non applicable,Prépayée
quel est le montant minimum de la première recharge pour la cb world business,Non applicable,Prépayée
quel est le montant minimum de la première recharge pour la carte bancaire world business,Non applicable,Prépayée
quel est le montant minimum de la première recharge pour la carte de paiement world business,Non applicable,Prépayée
quel est le plafond mensuel de la carte world business ,8000 €,Prépayée
quel est le plafond mensuel de la cb world business,8000 €,Prépayée
quel est le plafond mensuel de la carte bancaire world business,8000 €,Prépayée
quel est le plafond mensuel de la carte de paiement world business,8000 €,Prépayée
quel est le plafond hebdomadaire de la carte world business ,2000 €,Prépayée
quel est le plafond hebdomadaire de la cb world business,2000 €,Prépayée
quel est le plafond hebdomadaire de la carte bancaire world business,2000 €,Prépayée
quel est le plafond hebdomadaire de la carte de paiement world business,2000 €,Prépayée
une caution estelle exigée pour la carte world business ,"Oui, 4000 €",Prépayée
une caution est elle exigée pour la cb world business,"Oui, 4000 €",Prépayée
une caution est elle exigée pour la carte bancaire world business,"Oui, 4000 €",Prépayée
une caution est elle exigée pour la carte de paiement world business,"Oui, 4000 €",Prépayée
quel est le coût d’émission de la carte business ,5000 DA,Prépayée
quel est le coût d émission de la cb business,5000 DA,Prépayée
quel est le coût d émission de la carte bancaire business,5000 DA,Prépayée
quel est le coût d émission de la carte de paiement business,5000 DA,Prépayée
quel est le coût de reconfection de la carte business ,5000 DA,Prépayée
quel est le coût de reconfection de la cb business,5000 DA,Prépayée
quel est le coût de reconfection de la carte bancaire business,5000 DA,Prépayée
quel est le coût de reconfection de la carte de paiement business,5000 DA,Prépayée
quel est le coût de réédition du code de la carte business ,1000 DA,Prépayée
quel est le coût de réédition du code de la cb business,1000 DA,Prépayée
quel est le coût de réédition du code de la carte bancaire business,1000 DA,Prépayée
quel est le coût de réédition du code de la carte de paiement business,1000 DA,Prépayée
quel est le coût de blocage de la carte business ,C-valeur 5 €,Prépayée
quel est le coût de blocage de la cb business,C-valeur 5 €,Prépayée
quel est le coût de blocage de la carte bancaire business,C-valeur 5 €,Prépayée
quel est le coût de blocage de la carte de paiement business,C-valeur 5 €,Prépayée
le service d’opposition estil gratuit pour la carte business ,Oui,Prépayée
le service d opposition est il gratuit pour la cb business,Oui,Prépayée
le service d opposition est il gratuit pour la carte bancaire business,Oui,Prépayée
le service d opposition est il gratuit pour la carte de paiement business,Oui,Prépayée
combien de retraits sont autorisés par semaine pour la carte business ,10,Prépayée
combien de retraits sont autorisés par semaine pour la cb business,10,Prépayée
combien de retraits sont autorisés par semaine pour la carte bancaire business,10,Prépayée
combien de retraits sont autorisés par semaine pour la carte de paiement business,10,Prépayée
combien de paiements sont autorisés par semaine pour la carte business ,600,Prépayée
combien de paiements sont autorisés par semaine pour la cb business,600,Prépayée
combien de paiements sont autorisés par semaine pour la carte bancaire business,600,Prépayée
combien de paiements sont autorisés par semaine pour la carte de paiement business,600,Prépayée
que faire si ma date de naissance est erronée ,"Modifiez-la avant validation. Après émission, contactez l'agence.",Autre
pourriezvous expliquer que faire si ma date de naissance est erronée ,"Modifiez-la avant validation. Après émission, contactez l'agence.",Autre
je souhaiterais comprendre que faire si ma date de naissance est erronée ,"Modifiez-la avant validation. Après émission, contactez l'agence.",Autre
à propos de que faire si ma date de naissance est erronée  pourriezvous détailler ,"Modifiez-la avant validation. Après émission, contactez l'agence.",Autre
quand recevraije ma carte débit ,Le délai varie selon l'agence (généralement 5 à 10 jours ouvrés). Contactez l'agence 00005 pour un suivi.,Autre
quand recevrai je ma cb débit,Le délai varie selon l'agence (généralement 5 à 10 jours ouvrés). Contactez l'agence 00005 pour un suivi.,Autre
quand recevrai je ma carte bancaire débit,Le délai varie selon l'agence (généralement 5 à 10 jours ouvrés). Contactez l'agence 00005 pour un suivi.,Autre
quand recevrai je ma carte de paiement débit,Le délai varie selon l'agence (généralement 5 à 10 jours ouvrés). Contactez l'agence 00005 pour un suivi.,Autre
comment choisir le type de carte ,Sélectionnez Type carte (ex: 'EUR' pour une carte en euros).,Autre
comment choisir le type de cb,Sélectionnez Type carte (ex: 'EUR' pour une carte en euros).,Autre
comment choisir le type de carte bancaire,Sélectionnez Type carte (ex: 'EUR' pour une carte en euros).,Autre
de quelle manière choisir le type de carte ,Sélectionnez Type carte (ex: 'EUR' pour une carte en euros).,Autre
comment finaliser la commande ,Cliquez sur VALIDER après avoir saisi toutes les informations correctement.,Autre
de quelle manière finaliser la commande ,Cliquez sur VALIDER après avoir saisi toutes les informations correctement.,Autre
quelle est la méthode pour finaliser la commande ,Cliquez sur VALIDER après avoir saisi toutes les informations correctement.,Autre
pourriezvous expliquer comment finaliser la commande ,Cliquez sur VALIDER après avoir saisi toutes les informations correctement.,Autre
quel est le code swiftbic de la bea ,Le code SWIFT/BIC de la BEA est BEXADZALXXX.,Autre
pourriezvous expliquer quel est le code swiftbic de la bea ,Le code SWIFT/BIC de la BEA est BEXADZALXXX.,Autre
je souhaiterais comprendre quel est le code swiftbic de la bea ,Le code SWIFT/BIC de la BEA est BEXADZALXXX.,Autre
à propos de quel est le code swiftbic de la bea  pourriezvous détailler ,Le code SWIFT/BIC de la BEA est BEXADZALXXX.,Autre
quʼestce quʼun impayé ou chargeback ,"Un impayé (ou chargeback) est le rejet dʼune transaction bancaire par lʼémetteur vers lʼacquéreur, souvent suite à une contestation.",Autre
pourriezvous expliquer quʼestce quʼun impayé ou chargeback ,"Un impayé (ou chargeback) est le rejet dʼune transaction bancaire par lʼémetteur vers lʼacquéreur, souvent suite à une contestation.",Autre
je souhaiterais comprendre quʼestce quʼun impayé ou chargeback ,"Un impayé (ou chargeback) est le rejet dʼune transaction bancaire par lʼémetteur vers lʼacquéreur, souvent suite à une contestation.",Autre
à propos de quʼestce quʼun impayé ou chargeback  pourriezvous détailler ,"Un impayé (ou chargeback) est le rejet dʼune transaction bancaire par lʼémetteur vers lʼacquéreur, souvent suite à une contestation.",Autre
quelle est la procédure en cas de chargeback ,Lʼagence doit transmettre à la DMP la demande du client avec les relevés. Le traitement prend entre 90 et 120 jours.,Autre
pourriezvous expliquer quelle est la procédure en cas de chargeback ,Lʼagence doit transmettre à la DMP la demande du client avec les relevés. Le traitement prend entre 90 et 120 jours.,Autre
je souhaiterais comprendre quelle est la procédure en cas de chargeback ,Lʼagence doit transmettre à la DMP la demande du client avec les relevés. Le traitement prend entre 90 et 120 jours.,Autre
à propos de quelle est la procédure en cas de chargeback  pourriezvous détailler ,Lʼagence doit transmettre à la DMP la demande du client avec les relevés. Le traitement prend entre 90 et 120 jours.,Autre
que se passetil si le commerçant ne répond pas au chargeback ,"Si le commerçant ne réagit pas dans un délai de 45 jours après la notification du chargeback, le client est remboursé.",Autre
pourriezvous expliquer que se passetil si le commerçant ne répond pas au chargeback ,"Si le commerçant ne réagit pas dans un délai de 45 jours après la notification du chargeback, le client est remboursé.",Autre
je souhaiterais comprendre que se passetil si le commerçant ne répond pas au chargeback ,"Si le commerçant ne réagit pas dans un délai de 45 jours après la notification du chargeback, le client est remboursé.",Autre
à propos de que se passetil si le commerçant ne répond pas au chargeback  pourriezvous détailler ,"Si le commerçant ne réagit pas dans un délai de 45 jours après la notification du chargeback, le client est remboursé.",Autre
que se passetil si le commerçant rejette le chargeback ,"Si le commerçant fournit des justificatifs valides pour contester le chargeback, ceux-ci sont transmis au client. Si le client insiste malgré tout, la DMP pourra lancer une pré-arbitration.",Autre
pourriezvous expliquer que se passetil si le commerçant rejette le chargeback ,"Si le commerçant fournit des justificatifs valides pour contester le chargeback, ceux-ci sont transmis au client. Si le client insiste malgré tout, la DMP pourra lancer une pré-arbitration.",Autre
